"az_early_az_late" "az_early_tx_early" "az_early_tx_late" "az_late_tx_early" "az_late_tx_late" "tx_early_tx_late"
"F_GB40312" 0.0991079902446301 0.0325055828330434 0.270753994564964 0.0282300908929097 0.0393649167733674 0.148118735041967
"F_GB40314" 0.0584247366632688 0.00781739613868382 0.0138668901962399 0.121972575349625 0.0176462772307239 0.0491218779187452
"F_GB40315" -0.00875563985372185 0.0200399543399642 0.0199405887044033 0.029947550030603 0.0256755238043169 -0.0055815894038318
"F_GB40316" 0.00429689498184049 0.0190080190080191 0.0218093840617687 -0.00204001015234234 -0.000777965126724345 -0.00493945102978621
"F_GB40317" 0.0119810293089981 0.00608345902463547 0.0308713259009656 0.0305832745310034 0.00167579005771767 0.0351686344957159
"F_GB40335" -0.0681073832426438 0.0165041646253732 0.104693632177128 -0.0278944949912692 0.045045045045045 0.105660144130335
"F_GB40337" 0.293735167392456 0.0144146312185176 0.0224639173135127 0.34491839110143 0.346341463414634 -0.0094467039014805
"F_GB40339" 0.121884991798062 0.0108412546012661 0.097509579482157 0.0543973370460663 -0.00773968119793889 0.0400494958525459
"F_GB40341" 0.241984598041479 0.00578667157854218 0.0327979292983017 0.243360056313793 0.0522292993630573 0.0204020571649178
"F_GB40342" -0.00210250560910485 0.0318819379138482 0.0285229311778509 0.0828975013267614 0.0800395647873392 0.00712029138493431
"F_GB40343" -0.0740072229965423 0.0867451746011203 -0.0603023510289071 0.117459849531706 -0.111111111111111 0.0237565685738319
"F_GB40344" -0.0117473024712842 0.0184676853787578 -0.00119904729657039 0.0245935472835687 -0.00331913411647222 0.00510241339131889
"F_GB40345" 0.0206816269999744 0.0105096900879365 0.00374650965215773 0.0548301764684511 0.0541459997728219 0.0013662830047555
"F_GB40347" 0.0160346542988781 0.0661399114775976 0.0793707549552811 0.101204654951497 0.137413079557152 0.0707305490355506
"F_GB40348" 0.00134560773911674 0.014133791823547 0.0186865097980591 0.0368207820176324 0.0395691417497894 0.00989961166408182
"F_GB40355" -0.000357696067295965 0.00447913401327826 0.0612357454490746 0.0121485669535729 0.0357493544942431 0.0358501418169525
"F_GB40356" 0.0112103747768055 0.00804813131107485 -0.00627943043474932 0.0233388464874861 0.0119662972985184 0.00304232232981305
"F_GB40358" 0.145673547896872 0.0155775728674816 0.0232196964246026 0.160786416725849 0.15479367224005 0.0153252519036731
"F_GB40359" 0.0935458747546382 0.00539913366552869 0.000367120036892099 0.08900682669917 0.162546972017223 0.0139375882151889
"F_GB40360" 0.00157054785751554 0.0100328254033536 -0.00411029898508053 0.0153887718374589 -0.0180329259074905 -0.000562853268735619
"F_GB40361" 0.0473689494762441 0.0267548283164012 0.0282616638337754 0.0668174998213816 0.0312958435207824 0.0322520852641335
"F_GB40362" 0.00732211927678328 0.0182370418742095 0.0202145246540361 0.0400019322408595 0.0739525792470468 0.0311609176848138
"F_GB40363" -0.0352420410945267 0.0185984826709708 0.0117673627716669 -0.0114171833073287 -0.0229226361031518 0.0546685234067024
"F_GB40364" 0.0212513541451737 0.014606038970526 0.00165960084518391 0.0413057664454313 0.000643546179415089 0.0154615704467518
"F_GB40366" 0.0265066106608912 0.0261611356432131 0.0489408545977004 0.0803505944840196 -0.00545128515916593 0.0981321407005022
"F_GB40367" -0.00848283149724893 0.00942535356167329 -0.00483739945185158 0.0192803706686274 0.00220700336374424 0.00534541349524875
"F_GB40375" 0.13429113744234 0.0190885710068843 0.0173318233653708 0.149081841118454 0.00249432158633289 0.0313140551008121
"F_GB40376" -0.00878155735137498 -0.00455030549060709 0.0188595904162763 -0.000894462286112452 0.0209713040275791 0.0163663652229787
"F_GB40377" 0.124405069385585 0.0139696569716853 -0.00693193789850177 0.186828229434574 0.0810538641686183 0.0162988407179551
"F_GB40378" -0.00956840853879148 -0.000810752489641908 0.0575824978735894 0.00104662426963675 0.0476963953505317 0.0749052718865448
"F_GB40379" 0.0517563545195301 0.0132161476355247 0.0397683558417916 0.0501925210284641 0.048238588609527 0.0156284878710387
"F_GB40383" 0.00221029086304225 0.0144144835350991 0.0351909637354482 0.00954763102240475 0.0726314985176425 0.0501778814576124
"F_GB40388" 0.0303939623731628 0.00915252059305216 0.0202928613519276 0.0704133151600086 0.0175541252194265 0.0272250285965996
"F_GB40391" 0.0497728343407404 0.000432672252281718 0.00790704163832623 0.0338328334612341 0.123461680469669 0.0289419819086788
"F_GB40392" 0.00248053972126416 -0.00124485669486929 0.00108724793144066 0.0119541508423439 -0.00674558252856849 0.00142748037509743
"F_GB40395" 0.0140312516474846 -0.00555372736872006 0.0104308716400869 0.0156740640671431 -0.00455303853499811 0.00754190781615993
"F_GB40397" 0.0110255061169995 0.00600981229591324 0.0205257629659891 0.0394328667434448 0.0302808439917801 0.00578910387827569
"F_GB40400" -0.0667571934192079 0.0286914753484271 -0.0319084336296716 0.0242745059818231 -0.0231788079470199 -0.161880667367944
"F_GB40403" 0 0 0 0 0 0
"F_GB40405" 0.0639222590444629 0.0264763716786812 0.00949680980876988 0.148928480865654 0.0462510633126746 0.024530174064973
"F_GB40406" 0.0115840332607483 0.0498829477291604 0.123499857575753 0.0170943863799945 0.0670123712176194 0.0241062334396761
"F_GB40407" 0.0544293299642549 0.0121583975885837 0.148235682327708 0.125010592870565 0.00566849487883725 0.222281675313124
"F_GB40412" 0.0613803081877827 0.0411902423416268 0.0835605347222322 0.0620784393970476 -0.00015091627349717 0.0578574589783957
"F_GB40413" 0.0814768436402832 0.105883086647232 0.139301644446784 0.0306285896873594 0.0384366402177262 -0.00216049596278056
"F_GB40414" -0.00601737097716781 0.0117100947077835 0.042578060701301 0.0200881404985858 0.024079085973584 0.0122047609016219
"F_GB40415" 0.105011181441965 0.00722586621662769 0.00569544937616406 0.106945119026978 0.0904389214431647 -0.00124588125582825
"F_GB40416" 0.0958514345382897 0.00557014721904947 0.00524777691708245 0.0683864035617179 0.146487880047531 0.0324376630451146
"F_GB40417" 0.0231280497618556 0.0091924013462471 0.018329615709414 0.0176253310674952 -2.42786214597057e-05 0.00360161414417381
"F_GB40418" 0.0738015079485922 0.00794728405224665 -0.00571930147488087 0.0569334075310702 0.0500871479680763 -0.00769104716125812
"F_GB40423" 0.0243326512378592 0.00995547638510597 0.0550338368677319 0.00162803924356603 0.00629726047325596 0.0127031410362587
"F_GB40424" 0.00430712449841741 0.0239597240595946 -0.0184101165012984 -0.00428568759954739 -0.055472263868066 -0.0207074415014779
"F_GB40429" -5.04439451260996e-05 -0.00101029036901612 0.0773530967428021 -0.00239045844582164 0.140653227162267 0.113234879519544
"F_GB40430" 0.0272224985620095 0.0263389812610381 0.153560072846631 -0.00112890793581433 0.0865476085032868 0.0818954047842745
"F_GB40432" 0.00616876980488679 0.0165929703106854 0.0178442412742222 0.0189120904139499 0.022847046806631 0.0177674524591384
"F_GB40434" 0.0250892332750632 0.015174739679127 0.0246536563623306 0.0441600283993435 -0.0136665115316701 0.0417674751042355
"F_GB40435" -0.00378439566509159 0.00938598067859742 0.00997739133490705 0.0365405391583402 -0.00264537234226458 0.0650110441406389
"F_GB40436" 0.00573194517219811 0.0401458293485771 0.0144450138131804 0.0193984559050404 0.00856717816233687 0.0769470854894074
"F_GB40440" 0.028066923631818 0.00680212372816602 0.0649677032549764 0.033683744194979 0.0102448723315194 0.0761583611555975
"F_GB40442" 0.0120990850882572 0.0301301871198293 -0.00910999108767996 0.101266675225038 -0.00786817291051611 0.0425100007014203
"F_GB40443" 0 0 0 0 0 0
"F_GB40444" -0.00558030125507458 0.0195479906725072 0.0127608178873378 0.014283659716352 2.1700947381964e-05 0.0188411575191751
"F_GB40445" -0.00547829355384333 0.12169380685681 -0.00687527545174094 0.160746819145469 -0.00499826449149587 0.148969072164948
"F_GB40446" 0.432268019493134 0.0180566075892056 -0.0261218711197242 0.407605075561298 0.43956043956044 0.0145135334079975
"F_GB40454" 0.0270020283975658 0.00140267333445943 0.00955061132215584 0.0342778116560676 0.0781216113862869 -7.37575182019334e-05
"F_GB40457" -0.00814411107159052 0.032025833316966 0.0174851436271652 0.0279855794926547 0.0050986020272783 0.00430316810593068
"F_GB40460" -0.103948306595365 0.0203364265807665 0.0306796290488779 -0.0983582725518208 -0.0515463917525774 0.045617280633746
"F_GB40463" -0.00209580388340869 0.0107518663903594 0.0287664207164546 0.0319419157537804 -0.00756750424647112 0.0428312173548362
"F_GB40464" 0.00172690308452006 0.0170294192553732 0.0209316880909908 0.0279916917719354 0.0328171246059494 0.0545441105813653
